model_type,initial_error,final_error,error_improvement,total_simulations,iterations_completed,converged,total_time,efficiency
random_forest,0.0764007971371702,0.05177615348298749,32.23087268313648,35,5,False,398.5479726791382,0.02709210990048607
neural_network,0.016022028948836524,0.03925901994678773,-145.03151300097116,35,5,False,313.34228324890137,0.027449742287234638
