strategy,seed,subset_size,global_mse,zone_1_mse,zone_2_mse,zone_3_mse,zone_4_mse,zone_5_mse,zone_1_contribution,zone_2_contribution,zone_3_contribution,zone_4_contribution,zone_5_contribution,zone_1_contribution_pct,zone_2_contribution_pct,zone_3_contribution_pct,zone_4_contribution_pct,zone_5_contribution_pct
Uniform,0,1200,5.396578731047322e-05,4.285970693177935e-05,1.7276499536805684e-05,8.512866438780312e-05,8.687490912778775e-05,3.762205158181457e-05,8.57194138635587e-06,3.4552999073611367e-06,1.7025732877560627e-05,1.737498182555755e-05,7.148189800544768e-06,15.999548416144311,6.449325265816549,31.778569779823997,32.43044374873125,13.342112789483895
Uniform,0,1400,3.789761398879903e-05,4.2955619354698446e-05,1.805050920092029e-05,4.2843078606566944e-05,5.2547038886438296e-05,3.306429491300362e-05,8.59112387093969e-06,3.6101018401840576e-06,8.56861572131339e-06,1.050940777728766e-05,6.2822160334706875e-06,22.87217448870962,9.611184805518342,22.812250975394665,27.979227405649493,16.725162324727876
Uniform,0,1600,3.768248126881111e-05,4.015957267239214e-05,1.845995902586953e-05,4.886279453358556e-05,4.7768589062745665e-05,3.2872634416477746e-05,8.031914534478428e-06,3.6919918051739054e-06,9.772558906717112e-06,9.553717812549133e-06,6.245800539130771e-06,21.535601852041015,9.89916728021889,26.202711294704223,25.61594276615032,16.74657680688555
Uniform,0,1800,4.0284618307287764e-05,4.136251018104832e-05,1.944154465831424e-05,5.196968976268199e-05,5.3756136507919814e-05,3.467883954873188e-05,8.272502036209665e-06,3.888308931662848e-06,1.03939379525364e-05,1.0751227301583963e-05,6.588979514259059e-06,20.735709273372045,9.746367328663561,26.053263528480592,26.948838777165225,16.515821092318582
Uniform,0,2000,3.848935484216056e-05,3.56260242742681e-05,1.924856938072024e-05,4.98417018057098e-05,5.3745801445621586e-05,3.3987260830621335e-05,7.12520485485362e-06,3.849713876144048e-06,9.96834036114196e-06,1.0749160289124318e-05,6.457579557818053e-06,18.676815342068977,10.090993402886534,26.129333259116017,28.176043481124598,16.926814514803866
Log-Uniform Latin Hypercube,0,200,0.00028801506309276205,0.0006709129303249856,0.00010711582447472191,0.00025868863616753675,0.00026923921133958456,0.00012641491172759814,0.00013418258606499715,2.142316489494438e-05,5.173772723350735e-05,5.384784226791691e-05,2.401883322824365e-05,47.04691762517905,7.511361225329632,18.14021224847866,18.880057940194803,8.42145096081784
Log-Uniform Latin Hypercube,0,400,0.00010843368382677576,5.376070460846557e-05,4.6788924103233686e-05,9.965968788497342e-05,0.0002842653387121861,5.53199613570165e-05,1.0752140921693112e-05,9.357784820646738e-06,1.9931937576994682e-05,5.685306774243721e-05,1.0510792657833133e-05,10.010770887557936,8.71255692580809,18.55761209619454,52.93299628133297,9.786063809106468
Log-Uniform Latin Hypercube,0,600,4.328107859067742e-05,4.372139004481529e-05,2.736308595953859e-05,5.698518149285415e-05,5.594780362508849e-05,3.286398857577344e-05,8.74427800896306e-06,5.472617191907719e-06,1.139703629857083e-05,1.1189560725017698e-05,6.244157829396954e-06,20.313020566798016,12.712929010203833,26.475397110671945,25.993429864391228,14.50522344793498
Log-Uniform Latin Hypercube,0,800,4.422204223623924e-05,4.3258308961598125e-05,2.661484172568563e-05,4.405704372461052e-05,6.476846622042651e-05,4.144153150522457e-05,8.651661792319627e-06,5.322968345137126e-06,8.811408744922106e-06,1.2953693244085305e-05,7.873890985992668e-06,19.83706276823527,12.20482951258592,20.20334041545246,29.701025321112333,18.053741982614017
Log-Uniform Latin Hypercube,0,1000,3.788161290816916e-05,4.21539714156408e-05,1.8800224811763992e-05,4.695535833183164e-05,4.793825073434029e-05,3.23824452408724e-05,8.43079428312816e-06,3.760044962352799e-06,9.39107166636633e-06,9.587650146868057e-06,6.152664595765756e-06,22.589205588053975,10.074546457015348,25.16214266883837,25.68884887956009,16.485256406532216
Log-Uniform Latin Hypercube,0,1200,3.638219999403461e-05,4.230351106063415e-05,2.0083775125470412e-05,4.277588768304126e-05,4.376143665314557e-05,3.227228775781682e-05,8.460702212126829e-06,4.016755025094082e-06,8.555177536608253e-06,8.752287330629113e-06,6.131734673985195e-06,23.55648596225913,11.183543752058975,23.819526381260843,24.368324102710133,17.07211980171092
Log-Uniform Latin Hypercube,0,1400,4.0248250870067665e-05,4.053234378526837e-05,2.1043716669860448e-05,4.545493367644345e-05,5.893197856854069e-05,3.4369226295791875e-05,8.106468757053674e-06,4.20874333397209e-06,9.09098673528869e-06,1.1786395713708138e-05,6.530152996200456e-06,20.407623489944672,10.595297644338801,22.886097511252583,29.671652755037048,16.43932859942689
Log-Uniform Latin Hypercube,0,1600,3.9755245978594794e-05,3.647229822107363e-05,2.0511969517659555e-05,4.361905916474002e-05,6.199156078153458e-05,3.451972307204104e-05,7.294459644214726e-06,4.102393903531912e-06,8.723811832948003e-06,1.2398312156306916e-05,6.558747383687797e-06,18.66654125596943,10.498036699572385,22.32425723517302,31.727313146991165,16.783851662294
Log-Uniform Latin Hypercube,0,1800,3.484060169498772e-05,3.3381900436683716e-05,2.0122057122809373e-05,3.6465966849243845e-05,4.789997205774686e-05,3.4592745075570404e-05,6.6763800873367435e-06,4.024411424561875e-06,7.293193369848769e-06,9.579994411549374e-06,6.5726215643583765e-06,19.552107441581562,11.78568678428109,21.358475475352474,28.055484794767466,19.248245504017415
Log-Uniform Latin Hypercube,0,2000,3.593155031169833e-05,3.302039355083983e-05,1.8568224334437063e-05,4.346817404147993e-05,4.8849417041913637e-05,3.3124646941559714e-05,6.604078710167967e-06,3.713644866887413e-06,8.693634808295985e-06,9.769883408382729e-06,6.293682918896345e-06,18.828490051725886,10.5877486475406,24.785897274258204,27.85432467333167,17.94353935314364
Uniform Latin Hypercube,0,200,0.00021287280373438877,0.0004051054071261546,0.00010219381742439731,0.00041536024810843574,7.311682387899977e-05,7.092427805582411e-05,8.102108142523092e-05,2.043876348487946e-05,8.307204962168716e-05,1.4623364775799954e-05,1.3475612830606581e-05,38.10410059954487,9.61232171008302,39.0686680566746,6.877347879331078,6.3375617543664164
Uniform Latin Hypercube,0,400,7.041004576836255e-05,9.100849186809247e-05,2.9321925494323057e-05,0.0001620169807322708,3.0095772665906736e-05,4.0867916616243865e-05,1.8201698373618498e-05,5.8643850988646115e-06,3.240339614645416e-05,6.019154533181348e-06,7.764904157086334e-06,25.90858597542499,8.347458704576352,46.12350769272003,8.567759970593096,11.052687656685526
Uniform Latin Hypercube,0,600,6.274226193335633e-05,5.6645973270332834e-05,2.34143521199675e-05,0.00016614764458431792,3.481697825605906e-05,3.258559414961754e-05,1.1329194654066569e-05,4.682870423993501e-06,3.3229528916863584e-05,6.963395651211812e-06,6.191262888427332e-06,18.1568510829894,7.505050758296012,53.255648483788256,11.15995811984801,9.922491555078313
Uniform Latin Hypercube,0,800,5.258883992254414e-05,5.7829620971137485e-05,1.5815808261873938e-05,0.00012522941255388074,3.134097280627559e-05,3.199138653725504e-05,1.1565924194227499e-05,3.1631616523747874e-06,2.5045882510776152e-05,6.268194561255119e-06,6.078363442078458e-06,22.19030216840622,6.068820069626941,48.05285696632083,12.026114734007361,11.661906061638645
Uniform Latin Hypercube,0,1000,4.911711668373502e-05,6.107090760892393e-05,1.9986352745980105e-05,0.0001037334058970297,3.015029807128778e-05,3.0325124852365248e-05,1.2214181521784786e-05,3.997270549196021e-06,2.074668117940594e-05,6.030059614257556e-06,5.761773721949396e-06,25.05474849934297,8.19953495167169,42.55732389591279,12.369361532887346,11.8190311201852
Uniform Latin Hypercube,0,1200,4.591452537551189e-05,4.794515451912667e-05,1.922552508435905e-05,0.00010000571945780114,3.166649317137411e-05,3.096754670435772e-05,9.589030903825334e-06,3.84510501687181e-06,2.0001143891560227e-05,6.333298634274822e-06,5.883833873827967e-06,21.004434194047608,8.422567004541316,43.81180068033354,13.872867417896085,12.888330703181444
Uniform Latin Hypercube,0,1400,4.161780780742315e-05,4.192274495796833e-05,1.6930006668052733e-05,8.778978664646129e-05,3.0121344682943766e-05,3.106831745939668e-05,8.384548991593665e-06,3.3860013336105464e-06,1.7557957329292257e-05,6.024268936588753e-06,5.902980317285369e-06,20.323343019050228,8.207342653125687,42.558805473594,14.602250420392746,14.30825843383735
Uniform Latin Hypercube,0,1600,3.4966722009850667e-05,3.870920084746658e-05,1.64341285020852e-05,5.761625419179414e-05,2.915877096228708e-05,3.2222276794604934e-05,7.741840169493316e-06,3.28682570041704e-06,1.1523250838358829e-05,5.831754192457417e-06,6.122232590974938e-06,22.43627723399615,9.525401070015459,33.3950126566896,16.900743357900826,17.74256568139796
Uniform Latin Hypercube,0,1800,3.799636265175003e-05,3.8579441867576116e-05,1.6486794718582528e-05,7.815639499326504e-05,2.7666633727167757e-05,2.9043041173330756e-05,7.715888373515223e-06,3.297358943716506e-06,1.5631278998653007e-05,5.533326745433552e-06,5.5181778229328435e-06,20.468702387281873,8.747231117889646,41.46664418503418,14.67880467952741,14.638617630266907
Uniform Latin Hypercube,0,2000,3.721910164793987e-05,3.677310682282229e-05,1.6971236723353306e-05,7.221833173424423e-05,2.90805164794871e-05,3.1123157402559824e-05,7.354621364564459e-06,3.394247344670661e-06,1.4443666346848844e-05,5.816103295897421e-06,5.913399906486367e-06,19.919326536307185,9.193011829167421,39.119363469963126,15.752389548980405,16.015908615581857
