Method,Dataset,Final_MSE_Mean,Final_MSE_Std,Best_MSE_Mean,Best_Subset_Size
Morris Method,O2_simple__morris_again2.txt,0.0028250511045391073,0.00020728938634820385,0.0028250511045391073,70
Morris Continuous Again,O2_simple__morris_continous_again.txt,0.02357663310756502,4.554504378611462e-06,0.02357282316978054,60
