Method,Dataset,Final_MSE_Mean,Final_MSE_Std,Best_MSE_Mean,Best_Subset_Size
Morris Method,O2_simple_morris.txt,0.0006577924753341434,9.391189714056114e-05,0.0006577924753341434,150
Morris Continuous Again,O2_simple__morris_continous_again.txt,0.023572837183809536,2.474206101985082e-06,0.023572837183809536,150
