Method,Dataset,Final_MSE_Mean,Final_MSE_Std,Best_MSE_Mean,Best_Subset_Size
Morris Method,O2_simple__morris_again2.txt,0.002230796308901741,1.1713993719987406e-06,0.002230796308901741,150
