Method,Dataset,Final_MSE_Mean,Final_MSE_Std,Best_MSE_Mean,Best_Subset_Size
Morris Discret Continuous,O2_simple__morris_continous_final.txt,4.240515925036825e-05,6.564765163479354e-08,4.240515925036825e-05,2000
Uniform Latin Hypercube,O2_simple_latin.txt,3.656887226667612e-05,9.487021261680302e-08,3.656887226667612e-05,2000
