Method,Dataset,Final_MSE_Mean,Final_MSE_Std,Best_MSE_Mean,Best_Subset_Size
Morris Method,O2_simple_morris.txt,0.0018732772091094613,0.0002602449503971493,0.0018732772091094613,70
Morris Continuous Again,O2_simple__morris_continous_again2.txt,0.0010959963847437522,0.00014964578672920054,0.0010959963847437522,70
