model_type,train_r2,train_rmse,test_r2,test_rmse,total_simulations,efficiency
random_forest,0.923800169006726,3.1748340788375905e-16,0.4289891594369781,9.027471162673465e-16,30,0.014299638647899269
neural_network,0.8702630536491701,4.626294979228976e-16,0.49956126971144776,8.941108003501402e-16,30,0.016652042323714925
